id,path,label_id,label_name
539,n03868863_2983,n03868863,oxygen mask
540,n02281787_5361,n02281787,"lycaenid, lycaenid butterfly"
541,n02480495_640,n02480495,"orangutan, orang, orangutang, Pongo pygmaeus"
542,n03888257_5599,n03888257,"parachute, chute"
543,n01622779_7502,n01622779,"great grey owl, great gray owl, Strix nebulosa"
544,n04550184_66094,n04550184,"wardrobe, closet, press"
545,n01945685_13554,n01945685,slug
546,n03976467_15437,n03976467,"Polaroid camera, Polaroid Land camera"
547,n03223299_8012,n03223299,"doormat, welcome mat"
548,n03721384_5163,n03721384,"marimba, xylophone"
549,n03026506_3962,n03026506,Christmas stocking
550,n04149813_3384,n04149813,scoreboard
551,n02447366_3226,n02447366,badger
552,n04398044_21474,n04398044,teapot
553,n03788195_31489,n03788195,mosque
554,n04532106_7364,n04532106,vestment
555,n02111277_10164,n02111277,"Newfoundland, Newfoundland dog"
556,n03444034_30354,n03444034,go-kart
557,n03803284_5700,n03803284,muzzle
558,n01641577_3537,n01641577,"bullfrog, Rana catesbeiana"
559,n07715103_673,n07715103,cauliflower
560,n03854065_3211,n03854065,"organ, pipe organ"
561,n03467068_10577,n03467068,guillotine
562,n03788195_4558,n03788195,mosque
563,n02113978_5479,n02113978,Mexican hairless
564,n03649909_9849,n03649909,"lawn mower, mower"
565,n03584829_34602,n03584829,"iron, smoothing iron"
566,n02264363_13445,n02264363,"lacewing, lacewing fly"
567,n01873310_8418,n01873310,"platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus"
568,n02111889_5598,n02111889,"Samoyed, Samoyede"
569,n02116738_8897,n02116738,"African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus"
570,n04049303_9480,n04049303,rain barrel
571,n03776460_3289,n03776460,"mobile home, manufactured home"
572,n02264363_6704,n02264363,"lacewing, lacewing fly"
573,n02397096_9085,n02397096,warthog
574,n03888257_11593,n03888257,"parachute, chute"
575,n01924916_5286,n01924916,"flatworm, platyhelminth"
576,n04532670_12596,n04532670,viaduct
577,n04592741_1772,n04592741,wing
578,n03290653_4239,n03290653,entertainment center
579,n07720875_2392,n07720875,bell pepper
580,n02013706_920,n02013706,"limpkin, Aramus pictus"
581,n02643566_6143,n02643566,lionfish
582,n01828970_1537,n01828970,bee eater
583,n01843383_1265,n01843383,toucan
584,n02974003_9799,n02974003,car wheel
585,n03110669_12223,n03110669,"cornet, horn, trumpet, trump"
586,n04209133_332,n04209133,shower cap
587,n04209133_6115,n04209133,shower cap
588,n02106662_60268,n02106662,"German shepherd, German shepherd dog, German police dog, alsatian"
589,n02007558_9386,n02007558,flamingo
590,n03792972_7503,n03792972,mountain tent
591,n02804414_8852,n02804414,bassinet
592,n03992509_6316,n03992509,potter's wheel
593,n03314780_14528,n03314780,face powder
594,n02950826_22383,n02950826,cannon
595,n01776313_11903,n01776313,tick
596,n03763968_2393,n03763968,military uniform
597,n04179913_10986,n04179913,sewing machine
598,n02641379_33538,n02641379,"gar, garfish, garpike, billfish, Lepisosteus osseus"
599,n07565083_3249,n07565083,menu
600,n02950826_16494,n02950826,cannon
601,n02086646_1094,n02086646,Blenheim spaniel
602,n03770439_12541,n03770439,"miniskirt, mini"
603,n03495258_19991,n03495258,harp
604,n01632777_5096,n01632777,"axolotl, mud puppy, Ambystoma mexicanum"
605,n01484850_4327,n01484850,"great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias"
606,n03223299_8142,n03223299,"doormat, welcome mat"
607,n04270147_2105,n04270147,spatula
608,n02415577_2076,n02415577,"bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis"
609,n03197337_2009,n03197337,digital watch
610,n03764736_6306,n03764736,milk can
611,n02077923_638,n02077923,sea lion
612,n03775071_7181,n03775071,mitten
613,n06359193_13174,n06359193,"web site, website, internet site, site"
614,n01491361_7190,n01491361,"tiger shark, Galeocerdo cuvieri"
615,n04192698_3079,n04192698,"shield, buckler"
616,n07802026_1177,n07802026,hay
617,n04579432_11217,n04579432,whistle
618,n04275548_4661,n04275548,"spider web, spider's web"
619,n12057211_552,n12057211,"yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum"
620,n04099969_1940,n04099969,"rocking chair, rocker"
621,n03388549_11306,n03388549,four-poster
622,n02606052_1379,n02606052,"rock beauty, Holocanthus tricolor"
623,n02051845_9109,n02051845,pelican
624,n01806567_13075,n01806567,quail
625,n01608432_3145,n01608432,kite
626,n02132136_471,n02132136,"brown bear, bruin, Ursus arctos"
627,n02112018_7885,n02112018,Pomeranian
628,n02328150_16894,n02328150,"Angora, Angora rabbit"
629,n02834397_18841,n02834397,bib
630,n03125729_5674,n03125729,cradle
631,n02437312_9968,n02437312,"Arabian camel, dromedary, Camelus dromedarius"
632,n04039381_4476,n04039381,"racket, racquet"
633,n07717556_4341,n07717556,butternut squash
634,n01632777_14709,n01632777,"axolotl, mud puppy, Ambystoma mexicanum"
635,n02091244_2695,n02091244,"Ibizan hound, Ibizan Podenco"
636,n02102480_8715,n02102480,Sussex spaniel
637,n04208210_7968,n04208210,shovel
638,n03814639_1453,n03814639,neck brace
639,n03598930_1568,n03598930,jigsaw puzzle
640,n03599486_5858,n03599486,"jinrikisha, ricksha, rickshaw"
641,n13054560_1599,n13054560,bolete
642,n02815834_8936,n02815834,beaker
643,n13052670_3508,n13052670,"hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa"
644,n03272562_4593,n03272562,electric locomotive
645,n04209133_5417,n04209133,shower cap
646,n03291819_27334,n03291819,envelope
647,n02492035_11307,n02492035,"capuchin, ringtail, Cebus capucinus"
648,n02870880_856,n02870880,bookcase
649,n02977058_25152,n02977058,"cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM"
650,n13037406_2954,n13037406,gyromitra
651,n06794110_6898,n06794110,street sign
652,n03207941_8443,n03207941,"dishwasher, dish washer, dishwashing machine"
653,n07716906_9435,n07716906,spaghetti squash
654,n03095699_27228,n03095699,"container ship, containership, container vessel"
655,n03837869_530,n03837869,obelisk
656,n03325584_8501,n03325584,"feather boa, boa"
657,n01484850_3024,n01484850,"great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias"
658,n04417672_9893,n04417672,"thatch, thatched roof"
659,n03584254_2410,n03584254,iPod
660,n01968897_7330,n01968897,"chambered nautilus, pearly nautilus, nautilus"
661,n02264363_12600,n02264363,"lacewing, lacewing fly"
662,n04209239_8679,n04209239,shower curtain
663,n02099429_2812,n02099429,curly-coated retriever
664,n03617480_7840,n03617480,kimono
665,n02264363_12963,n02264363,"lacewing, lacewing fly"
666,n03888257_18974,n03888257,"parachute, chute"
667,n02397096_5313,n02397096,warthog
668,n01860187_10369,n01860187,"black swan, Cygnus atratus"
669,n03337140_8248,n03337140,"file, file cabinet, filing cabinet"
670,n02510455_1762,n02510455,"giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca"
671,n07717556_3396,n07717556,butternut squash
672,n04389033_62792,n04389033,"tank, army tank, armored combat vehicle, armoured combat vehicle"
673,n02730930_882,n02730930,apron
674,n02817516_2147,n02817516,"bearskin, busby, shako"
675,n02672831_12433,n02672831,"accordion, piano accordion, squeeze box"
676,n02074367_5766,n02074367,"dugong, Dugong dugon"
677,n02437616_14381,n02437616,llama
678,n03841143_789,n03841143,"odometer, hodometer, mileometer, milometer"
679,n02111889_2425,n02111889,"Samoyed, Samoyede"
680,n01641577_13989,n01641577,"bullfrog, Rana catesbeiana"
681,n04111531_10077,n04111531,rotisserie
682,n01443537_17309,n01443537,"goldfish, Carassius auratus"
683,n04562935_13148,n04562935,water tower
684,n02128385_5751,n02128385,"leopard, Panthera pardus"
685,n02281787_3273,n02281787,"lycaenid, lycaenid butterfly"
686,n10148035_10217,n10148035,"groom, bridegroom"
687,n03445777_18388,n03445777,golf ball
688,n04346328_16016,n04346328,"stupa, tope"
689,n01990800_4528,n01990800,isopod
690,n03733281_9935,n03733281,"maze, labyrinth"
691,n01768244_4748,n01768244,trilobite
692,n02105641_4150,n02105641,"Old English sheepdog, bobtail"
693,n04111531_16251,n04111531,rotisserie
694,n13037406_7726,n13037406,gyromitra
695,n02018795_4564,n02018795,bustard
696,n02115913_10294,n02115913,"dhole, Cuon alpinus"
697,n01944390_9185,n01944390,snail
698,n04277352_4619,n04277352,spindle
699,n03933933_14947,n03933933,pier
700,n02007558_13237,n02007558,flamingo
701,n03250847_7668,n03250847,drumstick
702,n02892201_847,n02892201,"brass, memorial tablet, plaque"
703,n03457902_62432,n03457902,"greenhouse, nursery, glasshouse"
704,n01704323_1917,n01704323,triceratops
705,n04259630_16506,n04259630,sombrero
706,n04515003_35609,n04515003,"upright, upright piano"
707,n04252077_3070,n04252077,snowmobile
708,n01632777_14805,n01632777,"axolotl, mud puppy, Ambystoma mexicanum"
709,n03992509_64,n03992509,potter's wheel
710,n04243546_14225,n04243546,"slot, one-armed bandit"
711,n02445715_16350,n02445715,"skunk, polecat, wood pussy"
712,n01608432_1559,n01608432,kite
713,n01443537_693,n01443537,"goldfish, Carassius auratus"
714,n03891332_3003,n03891332,parking meter
715,n04399382_32066,n04399382,"teddy, teddy bear"
716,n03201208_57041,n03201208,"dining table, board"
717,n04487081_13285,n04487081,"trolleybus, trolley coach, trackless trolley"
718,n02328150_11990,n02328150,"Angora, Angora rabbit"
719,n03908714_7832,n03908714,pencil sharpener
720,n03976467_7239,n03976467,"Polaroid camera, Polaroid Land camera"
721,n02085936_16998,n02085936,"Maltese dog, Maltese terrier, Maltese"
722,n02056570_9367,n02056570,"king penguin, Aptenodytes patagonica"
723,n03344393_1247,n03344393,fireboat
724,n07248320_18939,n07248320,"book jacket, dust cover, dust jacket, dust wrapper"
725,n01614925_5640,n01614925,"bald eagle, American eagle, Haliaeetus leucocephalus"
726,n02256656_8914,n02256656,"cicada, cicala"
727,n02110806_14603,n02110806,basenji
728,n02869837_10584,n02869837,"bonnet, poke bonnet"
729,n02116738_16455,n02116738,"African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus"
730,n02009229_5013,n02009229,"little blue heron, Egretta caerulea"
731,n01883070_1271,n01883070,wombat
732,n03895866_116097,n03895866,"passenger car, coach, carriage"
733,n02391049_2782,n02391049,zebra
734,n04120489_6760,n04120489,running shoe
735,n03924679_71,n03924679,photocopier
736,n03478589_8700,n03478589,half track
737,n02892201_21367,n02892201,"brass, memorial tablet, plaque"
738,n02013706_4443,n02013706,"limpkin, Aramus pictus"
739,n02488291_1246,n02488291,langur
740,n04005630_18608,n04005630,"prison, prison house"
741,n03447721_40194,n03447721,"gong, tam-tam"
742,n02114367_6119,n02114367,"timber wolf, grey wolf, gray wolf, Canis lupus"
743,n01491361_13693,n01491361,"tiger shark, Galeocerdo cuvieri"
744,n02948072_34656,n02948072,"candle, taper, wax light"
745,n03598930_1021,n03598930,jigsaw puzzle
746,n04067472_7700,n04067472,reel
747,n04429376_7425,n04429376,throne
748,n02105641_2822,n02105641,"Old English sheepdog, bobtail"
749,n02085936_4490,n02085936,"Maltese dog, Maltese terrier, Maltese"
750,n02002724_406,n02002724,"black stork, Ciconia nigra"
751,n02437616_1811,n02437616,llama
752,n01776313_9826,n01776313,tick
753,n02091244_6503,n02091244,"Ibizan hound, Ibizan Podenco"
754,n01806567_14142,n01806567,quail
755,n04486054_9183,n04486054,triumphal arch
756,n02398521_11335,n02398521,"hippopotamus, hippo, river horse, Hippopotamus amphibius"
757,n02233338_88,n02233338,"cockroach, roach"
758,n02123394_2132,n02123394,Persian cat
759,n02892201_29589,n02892201,"brass, memorial tablet, plaque"
760,n01817953_1319,n01817953,"African grey, African gray, Psittacus erithacus"
761,n03657121_3638,n03657121,"lens cap, lens cover"
762,n02006656_6247,n02006656,spoonbill
763,n03445777_5667,n03445777,golf ball
764,n02317335_4386,n02317335,"starfish, sea star"
765,n04592741_14452,n04592741,wing
766,n01704323_8008,n01704323,triceratops
767,n01990800_14110,n01990800,isopod
768,n07754684_33986,n07754684,"jackfruit, jak, jack"
769,n02112137_2283,n02112137,"chow, chow chow"
770,n04120489_1539,n04120489,running shoe
771,n07695742_2893,n07695742,pretzel
772,n02105412_4452,n02105412,kelpie
773,n02058221_12881,n02058221,"albatross, mollymawk"
774,n02977058_6785,n02977058,"cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM"
775,n03743016_6970,n03743016,"megalith, megalithic structure"
776,n01930112_13572,n01930112,"nematode, nematode worm, roundworm"
777,n04458633_4641,n04458633,totem pole
778,n04201297_845,n04201297,shoji
779,n04589890_3685,n04589890,window screen
780,n04311004_4697,n04311004,steel arch bridge
781,n04326547_3534,n04326547,stone wall
782,n02134418_3290,n02134418,"sloth bear, Melursus ursinus, Ursus ursinus"
783,n02105056_5489,n02105056,groenendael
784,n04044716_13258,n04044716,"radio telescope, radio reflector"
785,n01860187_210,n01860187,"black swan, Cygnus atratus"
786,n03717622_10078,n03717622,manhole cover
787,n12985857_7110,n12985857,coral fungus
788,n03544143_11883,n03544143,hourglass
789,n02093859_913,n02093859,Kerry blue terrier
790,n03857828_50260,n03857828,"oscilloscope, scope, cathode-ray oscilloscope, CRO"
791,n02114548_9462,n02114548,"white wolf, Arctic wolf, Canis lupus tundrarum"
792,n02814860_22600,n02814860,"beacon, lighthouse, beacon light, pharos"
793,n01968897_20837,n01968897,"chambered nautilus, pearly nautilus, nautilus"
794,n04376876_4072,n04376876,syringe
795,n07742313_10094,n07742313,Granny Smith
796,n12267677_7089,n12267677,acorn
797,n02087394_17592,n02087394,Rhodesian ridgeback
798,n04251144_14642,n04251144,snorkel
799,n02865351_7233,n02865351,"bolo tie, bolo, bola tie, bola"
800,n04147183_15935,n04147183,schooner
801,n01498041_5429,n01498041,stingray
802,n03594945_25839,n03594945,"jeep, landrover"
803,n03425413_7412,n03425413,"gas pump, gasoline pump, petrol pump, island dispenser"
804,n02107683_4267,n02107683,Bernese mountain dog
805,n02100236_1443,n02100236,German short-haired pointer
806,n04376876_22131,n04376876,syringe
807,n03891251_129,n03891251,park bench
808,n03095699_4969,n03095699,"container ship, containership, container vessel"
809,n02704792_18463,n02704792,"amphibian, amphibious vehicle"
810,n02977058_20208,n02977058,"cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM"
811,n04486054_19706,n04486054,triumphal arch
812,n02013706_1499,n02013706,"limpkin, Aramus pictus"
813,n02281406_8596,n02281406,"sulphur butterfly, sulfur butterfly"
814,n02422106_350,n02422106,hartebeest
815,n02815834_6989,n02815834,beaker
816,n04612504_17719,n04612504,yawl
817,n03787032_5234,n03787032,mortarboard
818,n04507155_16503,n04507155,umbrella
819,n03902125_33,n03902125,"pay-phone, pay-station"
820,n02457408_1916,n02457408,"three-toed sloth, ai, Bradypus tridactylus"
821,n03617480_3170,n03617480,kimono
822,n02869837_13451,n02869837,"bonnet, poke bonnet"
823,n03775546_12084,n03775546,mixing bowl
824,n03534580_13610,n03534580,"hoopskirt, crinoline"
825,n01768244_8350,n01768244,trilobite
826,n04398044_35012,n04398044,teapot
827,n04486054_7027,n04486054,triumphal arch
828,n03075370_10248,n03075370,combination lock
829,n04487394_23586,n04487394,trombone
830,n03976467_9278,n03976467,"Polaroid camera, Polaroid Land camera"
831,n03837869_5653,n03837869,obelisk
832,n04347754_82977,n04347754,"submarine, pigboat, sub, U-boat"
833,n02834397_1732,n02834397,bib
834,n02099601_10408,n02099601,golden retriever
835,n02117135_3194,n02117135,"hyena, hyaena"
836,n03930313_10003,n03930313,"picket fence, paling"
837,n02978881_3858,n02978881,cassette
838,n01968897_17345,n01968897,"chambered nautilus, pearly nautilus, nautilus"
839,n03920288_5026,n03920288,Petri dish
840,n03854065_7420,n03854065,"organ, pipe organ"
841,n03980874_3167,n03980874,poncho
842,n02095889_9247,n02095889,"Sealyham terrier, Sealyham"
843,n02777292_13381,n02777292,"balance beam, beam"
844,n03930630_3404,n03930630,"pickup, pickup truck"
845,n04275548_10106,n04275548,"spider web, spider's web"
846,n03935335_13768,n03935335,"piggy bank, penny bank"
847,n02085620_3593,n02085620,Chihuahua
848,n01917289_79,n01917289,brain coral
849,n03776460_7233,n03776460,"mobile home, manufactured home"
850,n03947888_17943,n03947888,"pirate, pirate ship"
851,n03920288_247,n03920288,Petri dish
852,n03100240_17289,n03100240,convertible
853,n01494475_1677,n01494475,"hammerhead, hammerhead shark"
854,n04418357_42089,n04418357,"theater curtain, theatre curtain"
855,n01955084_7023,n01955084,"chiton, coat-of-mail shell, sea cradle, polyplacophore"
856,n01751748_2613,n01751748,sea snake
857,n04550184_33619,n04550184,"wardrobe, closet, press"
858,n02281787_4876,n02281787,"lycaenid, lycaenid butterfly"
859,n03240683_418,n03240683,"drilling platform, offshore rig"
860,n03131574_14008,n03131574,"crib, cot"
861,n02317335_821,n02317335,"starfish, sea star"
862,n03534580_13875,n03534580,"hoopskirt, crinoline"
863,n01630670_2038,n01630670,"common newt, Triturus vulgaris"
864,n01910747_9206,n01910747,jellyfish
865,n07717556_3029,n07717556,butternut squash
866,n02098286_577,n02098286,West Highland white terrier
867,n01685808_2034,n01685808,"whiptail, whiptail lizard"
868,n01914609_7717,n01914609,"sea anemone, anemone"
869,n02058221_9869,n02058221,"albatross, mollymawk"
870,n04243546_3665,n04243546,"slot, one-armed bandit"
871,n04355338_8912,n04355338,sundial
872,n03134739_6822,n03134739,croquet ball
873,n02834397_4036,n02834397,bib
874,n03384352_1682,n03384352,forklift
875,n03825788_8695,n03825788,nipple
876,n02504458_5176,n02504458,"African elephant, Loxodonta africana"
877,n13037406_2665,n13037406,gyromitra
878,n02013706_556,n02013706,"limpkin, Aramus pictus"
879,n02110063_11892,n02110063,"malamute, malemute, Alaskan malamute"
880,n04311004_2148,n04311004,steel arch bridge
881,n03478589_909,n03478589,half track
882,n03417042_5024,n03417042,"garbage truck, dustcart"
883,n01774750_9189,n01774750,tarantula
884,n03929855_4138,n03929855,pickelhaube
885,n04486054_5988,n04486054,triumphal arch
886,n01443537_17252,n01443537,"goldfish, Carassius auratus"
887,n01632458_821,n01632458,"spotted salamander, Ambystoma maculatum"
888,n03240683_14821,n03240683,"drilling platform, offshore rig"
889,n09229709_10704,n09229709,bubble
890,n01776313_9190,n01776313,tick
891,n04326547_4529,n04326547,stone wall
892,n02814860_13898,n02814860,"beacon, lighthouse, beacon light, pharos"
893,n03868863_1587,n03868863,oxygen mask
894,n03000134_3744,n03000134,chainlink fence
895,n03207743_5854,n03207743,"dishrag, dishcloth"
896,n02088094_9240,n02088094,"Afghan hound, Afghan"
897,n02951358_33269,n02951358,canoe
898,n03424325_24293,n03424325,"gasmask, respirator, gas helmet"
899,n02168699_121,n02168699,"long-horned beetle, longicorn, longicorn beetle"
900,n02112706_2797,n02112706,Brabancon griffon
901,n03201208_11205,n03201208,"dining table, board"
902,n03891332_2059,n03891332,parking meter
903,n02526121_3459,n02526121,eel
904,n01930112_9633,n01930112,"nematode, nematode worm, roundworm"
905,n03325584_23506,n03325584,"feather boa, boa"
906,n03792972_3248,n03792972,mountain tent
907,n04118538_1063,n04118538,rugby ball
908,n03944341_638,n03944341,pinwheel
909,n02892767_4557,n02892767,"brassiere, bra, bandeau"
910,n02486410_4686,n02486410,baboon
911,n02051845_2813,n02051845,pelican
912,n02281787_3683,n02281787,"lycaenid, lycaenid butterfly"
913,n03887697_5085,n03887697,paper towel
914,n03201208_24667,n03201208,"dining table, board"
915,n02129165_3895,n02129165,"lion, king of beasts, Panthera leo"
916,n02788148_2136,n02788148,"bannister, banister, balustrade, balusters, handrail"
917,n01910747_1913,n01910747,jellyfish
918,n04435653_1641,n04435653,tile roof
919,n02676566_4699,n02676566,acoustic guitar
920,n04328186_43322,n04328186,"stopwatch, stop watch"
921,n02002724_987,n02002724,"black stork, Ciconia nigra"
922,n04579145_2513,n04579145,whiskey jug
923,n04429376_11952,n04429376,throne
924,n02814860_14122,n02814860,"beacon, lighthouse, beacon light, pharos"
925,n04589890_6287,n04589890,window screen
926,n04133789_6993,n04133789,sandal
927,n03530642_3942,n03530642,honeycomb
928,n02510455_7580,n02510455,"giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca"
929,n04049303_8575,n04049303,rain barrel
930,n02172182_11893,n02172182,dung beetle
931,n04613696_6890,n04613696,yurt
932,n01768244_4209,n01768244,trilobite
933,n02259212_5331,n02259212,leafhopper
934,n01871265_7805,n01871265,tusker
935,n01774750_326,n01774750,tarantula
936,n02607072_3450,n02607072,anemone fish
937,n02389026_8600,n02389026,sorrel
938,n04209239_7360,n04209239,shower curtain
939,n03759954_7504,n03759954,"microphone, mike"
940,n04259630_10245,n04259630,sombrero
941,n07684084_908,n07684084,French loaf
942,n01644373_2550,n01644373,"tree frog, tree-frog"
943,n02018795_2701,n02018795,bustard
944,n01910747_9980,n01910747,jellyfish
945,n02107142_44168,n02107142,"Doberman, Doberman pinscher"
946,n04033901_30808,n04033901,"quill, quill pen"
947,n07760859_1807,n07760859,custard apple
948,n07615774_35891,n07615774,"ice lolly, lolly, lollipop, popsicle"
949,n02328150_8861,n02328150,"Angora, Angora rabbit"
950,n03417042_4188,n03417042,"garbage truck, dustcart"
951,n03958227_6046,n03958227,plastic bag
952,n03445777_18234,n03445777,golf ball
953,n03131574_25140,n03131574,"crib, cot"
954,n02869837_27695,n02869837,"bonnet, poke bonnet"
955,n02090622_6449,n02090622,"borzoi, Russian wolfhound"
956,n03787032_2160,n03787032,mortarboard
957,n02074367_6007,n02074367,"dugong, Dugong dugon"
958,n03498962_3867,n03498962,hatchet
959,n04228054_18099,n04228054,ski
960,n03584829_1039,n03584829,"iron, smoothing iron"
961,n01917289_13,n01917289,brain coral
962,n06794110_699,n06794110,street sign
963,n03590841_11328,n03590841,jack-o'-lantern
964,n02085936_10148,n02085936,"Maltese dog, Maltese terrier, Maltese"
965,n01665541_9743,n01665541,"leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea"
966,n03658185_3278,n03658185,"letter opener, paper knife, paperknife"
967,n02437312_1062,n02437312,"Arabian camel, dromedary, Camelus dromedarius"
968,n02111277_1811,n02111277,"Newfoundland, Newfoundland dog"
969,n02988304_22041,n02988304,CD player
970,n02410509_2272,n02410509,bison
971,n04254680_2633,n04254680,soccer ball
972,n02346627_1677,n02346627,"porcupine, hedgehog"
973,n03355925_16192,n03355925,"flagpole, flagstaff"
974,n03803284_8374,n03803284,muzzle
975,n03777754_5448,n03777754,modem
976,n02098286_2685,n02098286,West Highland white terrier
977,n01806143_5107,n01806143,peacock
978,n01855032_2444,n01855032,"red-breasted merganser, Mergus serrator"
979,n02487347_12733,n02487347,macaque
980,n01770393_7767,n01770393,scorpion
981,n02093859_5283,n02093859,Kerry blue terrier
982,n01798484_3616,n01798484,"prairie chicken, prairie grouse, prairie fowl"
983,n02033041_2876,n02033041,dowitcher
984,n02676566_7083,n02676566,acoustic guitar
985,n02807133_2539,n02807133,"bathing cap, swimming cap"
986,n03662601_4971,n03662601,lifeboat
987,n03271574_15115,n03271574,"electric fan, blower"
988,n03527444_473,n03527444,holster
989,n03920288_153,n03920288,Petri dish
990,n03325584_23010,n03325584,"feather boa, boa"
991,n01644373_8209,n01644373,"tree frog, tree-frog"
992,n03485407_1685,n03485407,"hand-held computer, hand-held microcomputer"
993,n03125729_14188,n03125729,cradle
994,n12057211_8527,n12057211,"yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum"
995,n02028035_12444,n02028035,"redshank, Tringa totanus"
996,n03384352_17812,n03384352,forklift
997,n02536864_7989,n02536864,"coho, cohoe, coho salmon, blue jack, silver salmon, Oncorhynchus kisutch"
998,n02011460_1059,n02011460,bittern
999,n01768244_6860,n01768244,trilobite
